# v      Egs     L=4,N=4,U=3.00000000000000
0.0000   -3.4789
0.0038   -3.5330
0.0075   -3.5754
0.0113   -3.4954
0.0150   -3.5548
0.0188   -3.6937
0.0226   -3.5763
0.0263   -3.6295
0.0301   -3.7077
0.0338   -3.6679
0.0376   -3.8844
0.0414   -3.6973
0.0451   -3.6628
0.0489   -3.6599
0.0526   -3.7788
0.0564   -3.8361
0.0602   -3.8634
0.0639   -3.8618
0.0677   -3.9385
0.0714   -3.9449
0.0752   -3.8729
0.0789   -4.0247
0.0827   -4.0706
0.0865   -4.0150
0.0902   -4.0097
0.0940   -3.9364
0.0977   -4.0979
0.1015   -3.9790
0.1053   -4.0404
0.1090   -4.0906
0.1128   -4.0615
0.1165   -4.0827
0.1203   -4.1454
0.1241   -4.0853
0.1278   -4.1297
0.1316   -4.1574
0.1353   -4.1109
0.1391   -4.2142
0.1429   -4.1670
0.1466   -4.1696
0.1504   -4.1901
0.1541   -4.2053
0.1579   -4.2122
0.1617   -4.1871
0.1654   -4.2244
0.1692   -4.2550
0.1729   -4.2582
0.1767   -4.3441
0.1805   -4.2073
0.1842   -4.3696
0.1880   -4.3368
0.1917   -4.3629
0.1955   -4.3887
0.1992   -4.3436
0.2030   -4.3475
0.2068   -4.3688
0.2105   -4.3542
0.2143   -4.4549
0.2180   -4.4310
0.2218   -4.4330
0.2256   -4.4185
0.2293   -4.4417
0.2331   -4.4065
0.2368   -4.5061
0.2406   -4.4090
0.2444   -4.4943
0.2481   -4.4903
0.2519   -4.4629
0.2556   -4.5327
0.2594   -4.4999
0.2632   -4.4895
0.2669   -4.4881
0.2707   -4.5446
0.2744   -4.4825
0.2782   -4.5063
0.2820   -4.5679
0.2857   -4.5328
0.2895   -4.4940
0.2932   -4.5227
0.2970   -4.5459
0.3008   -4.5519
0.3045   -4.5882
0.3083   -4.5542
0.3120   -4.5885
0.3158   -4.6073
0.3195   -4.5496
0.3233   -4.6139
0.3271   -4.5595
0.3308   -4.6074
0.3346   -4.6049
0.3383   -4.5711
0.3421   -4.6026
0.3459   -4.5914
0.3496   -4.6228
0.3534   -4.6073
0.3571   -4.5928
0.3609   -4.5988
0.3647   -4.6055
0.3684   -4.6169
0.3722   -4.6416
0.3759   -4.6220
0.3797   -4.6172
0.3835   -4.6247
0.3872   -4.6226
0.3910   -4.6275
0.3947   -4.6271
0.3985   -4.6354
0.4023   -4.6423
0.4060   -4.6274
0.4098   -4.6175
0.4135   -4.6374
0.4173   -4.6588
0.4211   -4.6317
0.4248   -4.6505
0.4286   -4.6490
0.4323   -4.6644
0.4361   -4.6545
0.4398   -4.6539
0.4436   -4.6592
0.4474   -4.6498
0.4511   -4.6258
0.4549   -4.6801
0.4586   -4.6490
0.4624   -4.6295
0.4662   -4.6586
0.4699   -4.6558
0.4737   -4.6365
0.4774   -4.6607
0.4812   -4.6573
0.4850   -4.6625
0.4887   -4.6669
0.4925   -4.6572
0.4962   -4.6806
0.5000   -4.6601
0.5038   -4.6966
0.5075   -4.6754
0.5113   -4.6237
0.5150   -4.6629
0.5188   -4.6668
0.5226   -4.6697
0.5263   -4.6806
0.5301   -4.6457
0.5338   -4.6581
0.5376   -4.6353
0.5414   -4.6595
0.5451   -4.6478
0.5489   -4.6401
0.5526   -4.6331
0.5564   -4.6547
0.5602   -4.6276
0.5639   -4.6524
0.5677   -4.6162
0.5714   -4.6706
0.5752   -4.6445
0.5789   -4.6124
0.5827   -4.6273
0.5865   -4.6464
0.5902   -4.6335
0.5940   -4.6376
0.5977   -4.6026
0.6015   -4.5734
0.6053   -4.6013
0.6090   -4.6066
0.6128   -4.6076
0.6165   -4.6111
0.6203   -4.6661
0.6241   -4.5968
0.6278   -4.5885
0.6316   -4.6021
0.6353   -4.5769
0.6391   -4.5915
0.6429   -4.6134
0.6466   -4.6193
0.6504   -4.5927
0.6541   -4.5602
0.6579   -4.6013
0.6617   -4.5643
0.6654   -4.5885
0.6692   -4.5787
0.6729   -4.5573
0.6767   -4.5499
0.6805   -4.5813
0.6842   -4.5639
0.6880   -4.5314
0.6917   -4.6013
0.6955   -4.5664
0.6992   -4.5329
0.7030   -4.5311
0.7068   -4.5374
0.7105   -4.5558
0.7143   -4.5074
0.7180   -4.5416
0.7218   -4.5287
0.7256   -4.5262
0.7293   -4.5270
0.7331   -4.4864
0.7368   -4.5629
0.7406   -4.4913
0.7444   -4.4982
0.7481   -4.4550
0.7519   -4.4908
0.7556   -4.5059
0.7594   -4.4850
0.7632   -4.5024
0.7669   -4.4654
0.7707   -4.4532
0.7744   -4.4524
0.7782   -4.4254
0.7820   -4.4633
0.7857   -4.4131
0.7895   -4.4247
0.7932   -4.5178
0.7970   -4.4130
0.8008   -4.4738
0.8045   -4.4524
0.8083   -4.4676
0.8120   -4.4567
0.8158   -4.4103
0.8195   -4.3690
0.8233   -4.4256
0.8271   -4.3783
0.8308   -4.4558
0.8346   -4.4131
0.8383   -4.3414
0.8421   -4.3858
0.8459   -4.3503
0.8496   -4.3117
0.8534   -4.3422
0.8571   -4.3983
0.8609   -4.4140
0.8647   -4.3095
0.8684   -4.3045
0.8722   -4.3210
0.8759   -4.4148
0.8797   -4.3480
0.8835   -4.2782
0.8872   -4.2864
0.8910   -4.3010
0.8947   -4.2482
0.8985   -4.3350
0.9023   -4.3155
0.9060   -4.2981
0.9098   -4.2652
0.9135   -4.3260
0.9173   -4.2712
0.9211   -4.3612
0.9248   -4.1637
0.9286   -4.2786
0.9323   -4.2393
0.9361   -4.2468
