# v      Egs     L=4,N=4,U=1.75000000000000
0.0000   -5.4527
0.0038   -5.3850
0.0075   -5.4422
0.0113   -5.4802
0.0150   -5.4828
0.0188   -5.4388
0.0226   -5.4671
0.0263   -5.4651
0.0301   -5.5003
0.0338   -5.5530
0.0376   -5.4941
0.0414   -5.5843
0.0451   -5.5014
0.0489   -5.5302
0.0526   -5.5236
0.0564   -5.5810
0.0602   -5.5823
0.0639   -5.5726
0.0677   -5.5811
0.0714   -5.5499
0.0752   -5.6011
0.0789   -5.5822
0.0827   -5.6389
0.0865   -5.6305
0.0902   -5.6709
0.0940   -5.6218
0.0977   -5.6413
0.1015   -5.6293
0.1053   -5.6741
0.1090   -5.7220
0.1128   -5.6901
0.1165   -5.6990
0.1203   -5.7424
0.1241   -5.7361
0.1278   -5.7243
0.1316   -5.7479
0.1353   -5.7153
0.1391   -5.7354
0.1429   -5.7704
0.1466   -5.7541
0.1504   -5.7514
0.1541   -5.7157
0.1579   -5.7768
0.1617   -5.7583
0.1654   -5.7760
0.1692   -5.7667
0.1729   -5.7755
0.1767   -5.7875
0.1805   -5.7804
0.1842   -5.8021
0.1880   -5.7895
0.1917   -5.7956
0.1955   -5.7988
0.1992   -5.7980
0.2030   -5.7904
0.2068   -5.7891
0.2105   -5.8173
0.2143   -5.8331
0.2180   -5.8143
0.2218   -5.8274
0.2256   -5.8188
0.2293   -5.8242
0.2331   -5.8198
0.2368   -5.8216
0.2406   -5.8292
0.2444   -5.8331
0.2481   -5.8293
0.2519   -5.8185
0.2556   -5.8363
0.2594   -5.8415
0.2632   -5.8224
0.2669   -5.8329
0.2707   -5.8340
0.2744   -5.8373
0.2782   -5.8372
0.2820   -5.8346
0.2857   -5.8234
0.2895   -5.8351
0.2932   -5.8422
0.2970   -5.8191
0.3008   -5.8360
0.3045   -5.8378
0.3083   -5.8355
0.3120   -5.8372
0.3158   -5.8222
0.3195   -5.8432
0.3233   -5.8384
0.3271   -5.8424
0.3308   -5.8091
0.3346   -5.8184
0.3383   -5.8292
0.3421   -5.8319
0.3459   -5.8089
0.3496   -5.8494
0.3534   -5.8039
0.3571   -5.8309
0.3609   -5.8187
0.3647   -5.8306
0.3684   -5.7952
0.3722   -5.8361
0.3759   -5.8068
0.3797   -5.8267
0.3835   -5.8427
0.3872   -5.7898
0.3910   -5.7953
0.3947   -5.7751
0.3985   -5.7847
0.4023   -5.7904
0.4060   -5.7897
0.4098   -5.7574
0.4135   -5.7860
0.4173   -5.7973
0.4211   -5.8049
0.4248   -5.7841
0.4286   -5.7339
0.4323   -5.7402
0.4361   -5.7768
0.4398   -5.7566
0.4436   -5.7614
0.4474   -5.7407
0.4511   -5.7266
0.4549   -5.7275
0.4586   -5.7559
0.4624   -5.7304
0.4662   -5.7350
0.4699   -5.7359
0.4737   -5.7655
0.4774   -5.7266
0.4812   -5.7415
0.4850   -5.7470
0.4887   -5.7607
0.4925   -5.6765
0.4962   -5.7418
0.5000   -5.7195
0.5038   -5.6730
0.5075   -5.7074
0.5113   -5.6977
0.5150   -5.6889
0.5188   -5.6608
0.5226   -5.6613
0.5263   -5.7049
0.5301   -5.6079
0.5338   -5.6243
0.5376   -5.6204
0.5414   -5.6195
0.5451   -5.6191
0.5489   -5.6346
0.5526   -5.6328
0.5564   -5.6232
0.5602   -5.5857
0.5639   -5.5868
0.5677   -5.5645
0.5714   -5.6307
0.5752   -5.6086
0.5789   -5.6366
0.5827   -5.5889
0.5865   -5.5464
0.5902   -5.5645
0.5940   -5.6698
0.5977   -5.5894
0.6015   -5.5033
0.6053   -5.5867
0.6090   -5.5986
0.6128   -5.5181
0.6165   -5.5280
0.6203   -5.5552
0.6241   -5.5515
0.6278   -5.5204
0.6316   -5.4700
0.6353   -5.4539
0.6391   -5.4062
0.6429   -5.5291
0.6466   -5.4318
0.6504   -5.5577
0.6541   -5.4925
0.6579   -5.3823
0.6617   -5.5433
0.6654   -5.4231
0.6692   -5.4881
0.6729   -5.4762
0.6767   -5.4373
0.6805   -5.4511
0.6842   -5.4595
0.6880   -5.4194
0.6917   -5.3762
0.6955   -5.4263
0.6992   -5.4320
0.7030   -5.3669
0.7068   -5.3807
0.7105   -5.4219
0.7143   -5.3525
