# v      Egs     L=4,N=4,U=1.00000000000000
0.0000   -6.5277
0.0038   -6.5156
0.0075   -6.5359
0.0113   -6.5524
0.0150   -6.5807
0.0188   -6.5363
0.0226   -6.5295
0.0263   -6.5415
0.0301   -6.5866
0.0338   -6.5908
0.0376   -6.5845
0.0414   -6.5779
0.0451   -6.5964
0.0489   -6.5958
0.0526   -6.5887
0.0564   -6.5891
0.0602   -6.6099
0.0639   -6.6120
0.0677   -6.6197
0.0714   -6.6388
0.0752   -6.6457
0.0789   -6.6274
0.0827   -6.6174
0.0865   -6.6297
0.0902   -6.6301
0.0940   -6.6512
0.0977   -6.6312
0.1015   -6.6328
0.1053   -6.6278
0.1090   -6.6340
0.1128   -6.6496
0.1165   -6.6512
0.1203   -6.6465
0.1241   -6.6599
0.1278   -6.6618
0.1316   -6.6580
0.1353   -6.6691
0.1391   -6.6821
0.1429   -6.6587
0.1466   -6.6686
0.1504   -6.6508
0.1541   -6.6634
0.1579   -6.6650
0.1617   -6.6641
0.1654   -6.6708
0.1692   -6.6700
0.1729   -6.6799
0.1767   -6.6601
0.1805   -6.6692
0.1842   -6.6700
0.1880   -6.6712
0.1917   -6.6595
0.1955   -6.6760
0.1992   -6.6617
0.2030   -6.6839
0.2068   -6.6588
0.2105   -6.6624
0.2143   -6.6653
0.2180   -6.6571
0.2218   -6.6772
0.2256   -6.6492
0.2293   -6.6601
0.2331   -6.6479
0.2368   -6.6491
0.2406   -6.6534
0.2444   -6.6214
0.2481   -6.6486
0.2519   -6.6465
0.2556   -6.6226
0.2594   -6.6274
0.2632   -6.6372
0.2669   -6.6380
0.2707   -6.6204
0.2744   -6.6141
0.2782   -6.6476
0.2820   -6.6194
0.2857   -6.6250
0.2895   -6.6000
0.2932   -6.6028
0.2970   -6.6082
0.3008   -6.6145
0.3045   -6.5936
0.3083   -6.5930
0.3120   -6.5909
0.3158   -6.5806
0.3195   -6.5599
0.3233   -6.6359
0.3271   -6.5895
0.3308   -6.5418
0.3346   -6.5559
0.3383   -6.5347
0.3421   -6.5460
0.3459   -6.5419
0.3496   -6.5819
0.3534   -6.5453
0.3571   -6.5153
0.3609   -6.5361
0.3647   -6.5168
0.3684   -6.5545
0.3722   -6.5549
0.3759   -6.5844
0.3797   -6.5096
0.3835   -6.4949
0.3872   -6.5145
0.3910   -6.4806
0.3947   -6.5068
0.3985   -6.4727
0.4023   -6.5262
0.4060   -6.4730
0.4098   -6.4640
0.4135   -6.4856
0.4173   -6.4911
0.4211   -6.4787
0.4248   -6.4310
0.4286   -6.4454
0.4323   -6.3986
0.4361   -6.3992
0.4398   -6.4012
0.4436   -6.3975
0.4474   -6.3718
0.4511   -6.3534
0.4549   -6.4418
0.4586   -6.4010
0.4624   -6.4035
0.4662   -6.3747
0.4699   -6.4004
0.4737   -6.3580
0.4774   -6.3619
0.4812   -6.3408
0.4850   -6.3197
0.4887   -6.3404
0.4925   -6.2400
0.4962   -6.3271
0.5000   -6.2899
0.5038   -6.3198
0.5075   -6.3298
0.5113   -6.2862
